ChunkID, Package Name, Class Type, Hard or Soft Chunk, File Size, Other Chunks
0,/Engine/EngineMaterials/WeightMapPlaceholderTexture,Texture2D,Hard,1049,None
0,/Engine/EngineMaterials/Widget3DPassThrough,Material,Hard,6348,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Masked,MaterialInstanceConstant,Hard,7234,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Masked_OneSided,MaterialInstanceConstant,Hard,7214,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Opaque,MaterialInstanceConstant,Hard,4592,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Opaque_OneSided,MaterialInstanceConstant,Hard,4560,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Translucent,MaterialInstanceConstant,Hard,4913,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Translucent_OneSided,MaterialInstanceConstant,Hard,4891,None
0,/Engine/EngineMaterials/WorldGridMaterial,Material,Hard,219763,None
0,/Engine/EngineMeshes/Cylinder,StaticMesh,Hard,18395,None
0,/Engine/EngineMeshes/Humanoid,Rig,Hard,75344,None
0,/Engine/EngineMeshes/Sphere,StaticMesh,Hard,38778,None
0,/Engine/EngineResources/Black,Texture2D,Hard,1726,None
0,/Engine/EngineResources/DefaultTexture,Texture2D,Hard,12056,None
0,/Engine/EngineResources/DefaultTextureCube,TextureCube,Hard,66630,None
0,/Engine/EngineResources/DefaultVolumeTexture,VolumeTexture,Hard,1333,None
0,/Engine/EngineResources/DefaultVolumeTexture2D,Texture2D,Hard,1421,None
0,/Engine/EngineResources/GradientTexture0,Texture2D,Hard,6861,None
0,/Engine/EngineResources/WhiteSquareTexture,Texture2D,Hard,1752,None
0,/Engine/EngineSky/BP_Sky_Sphere,Blueprint,Hard,18699,None
0,/Engine/EngineSky/BP_Sky_Sphere,BlueprintGeneratedClass,Hard,18699,None
0,/Engine/EngineSky/C_Sky_Cloud_Color,CurveLinearColor,Hard,1725,None
0,/Engine/EngineSky/C_Sky_Horizon_Color,CurveLinearColor,Hard,1729,None
0,/Engine/EngineSky/C_Sky_Zenith_Color,CurveLinearColor,Hard,1808,None
0,/Engine/EngineSky/M_Sky_Panning_Clouds2,Material,Hard,9282,None
0,/Engine/EngineSky/SM_SkySphere,StaticMesh,Hard,160583,None
0,/Engine/EngineSky/T_Sky_Blue,Texture2D,Hard,2797791,None
0,/Engine/EngineSky/T_Sky_Clouds_M,Texture2D,Hard,176354,None
0,/Engine/EngineSky/T_Sky_Stars,Texture2D,Hard,176183,None
0,/Engine/EngineSky/VolumetricClouds/CloudGradientTexture,Texture2D,Hard,1868,None
0,/Engine/EngineSky/VolumetricClouds/CloudWeatherTexture,Texture2D,Hard,33923,None
0,/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud,Material,Hard,15123,None
0,/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud_Inst,MaterialInstanceConstant,Hard,3035,None
0,/Engine/EngineSky/VolumetricClouds/T_NoiseErosion,Texture2D,Hard,23362,None
0,/Engine/EngineSky/VolumetricClouds/T_NoiseShape64,Texture2D,Hard,176522,None
0,/Engine/EngineSky/VolumetricClouds/T_VolumeNoiseErosion32,VolumeTexture,Hard,17799,None
0,/Engine/EngineSky/VolumetricClouds/T_VolumeNoiseShape64,VolumeTexture,Hard,132483,None
0,/Engine/EngineSounds/Master,SoundClass,Hard,870,None
0,/Engine/EngineSounds/Submixes/MasterEQEffectPreset,SubmixEffectSubmixEQPreset,Hard,678,None
0,/Engine/EngineSounds/Submixes/MasterEQSubmixDefault,SoundSubmix,Hard,1164,None
0,/Engine/EngineSounds/Submixes/MasterReverbEffectPreset,SubmixEffectReverbFastPreset,Hard,682,None
0,/Engine/EngineSounds/Submixes/MasterReverbSubmixDefault,SoundSubmix,Hard,1255,None
0,/Engine/EngineSounds/Submixes/MasterSubmixDefault,SoundSubmix,Hard,1062,None
0,/Engine/Functions/Engine_MaterialFunctions01/Density/ExponentialDensity,MaterialFunction,Hard,1085,None
0,/Engine/Functions/Engine_MaterialFunctions01/Gradient/RadialGradient,MaterialFunction,Hard,898,None
0,/Engine/Functions/Engine_MaterialFunctions01/Gradient/RadialGradientExponential,MaterialFunction,Hard,1059,None
0,/Engine/Functions/Engine_MaterialFunctions01/Opacity/CameraDepthFade,MaterialFunction,Hard,1045,None
0,/Engine/Functions/Engine_MaterialFunctions01/Shading/ConvertFromDiffSpec,MaterialFunction,Hard,792,None
0,/Engine/Functions/Engine_MaterialFunctions01/Shading/PowerToRoughness,MaterialFunction,Hard,786,None
0,/Engine/Functions/Engine_MaterialFunctions01/WorldPositionOffset/SimpleGrassWind,MaterialFunction,Hard,1044,None
0,/Engine/Functions/Engine_MaterialFunctions02/ObjectLocalBounds,MaterialFunction,Hard,852,None
0,/Engine/Functions/Engine_MaterialFunctions02/SafeNormalize,MaterialFunction,Hard,1123,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat2Components,MaterialFunction,Hard,1050,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat3Components,MaterialFunction,Hard,1050,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat4Components,MaterialFunction,Hard,1050,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/CameraDirectionVector,MaterialFunction,Hard,982,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/MakeFloat2,MaterialFunction,Hard,972,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/MakeFloat3,MaterialFunction,Hard,972,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/VectorLength,MaterialFunction,Hard,945,None
0,/Engine/Functions/Engine_MaterialFunctions02/UVs/BoundingBoxBased_0-1_UVW,MaterialFunction,Hard,988,None
0,/Engine/Functions/Engine_MaterialFunctions02/WorldPositionOffset/CameraOffset,MaterialFunction,Hard,1039,None
0,/Engine/Functions/Engine_MaterialFunctions02/WorldPositionOffset/ObjectScale,MaterialFunction,Hard,958,None
0,/Engine/Maps/Entry,World,Hard,12245,None
0,/Engine/Maps/Entry_BuiltData,MapBuildDataRegistry,Hard,26919,None
0,/Engine/Maps/Templates/Thumbnails/Default,Texture2D,Hard,161280,None
0,/Engine/Maps/Templates/Thumbnails/TimeOfDay,Texture2D,Hard,161284,None
0,/Engine/Maps/Templates/Thumbnails/VR-Basic,Texture2D,Hard,161282,None
0,/Engine/MapTemplates/SM_Template_Map_Floor,StaticMesh,Hard,13189,None
0,/Engine/MobileResources/HUD/AnalogHat,Texture2D,Hard,2111,None
0,/Engine/MobileResources/HUD/DefaultVirtualJoysticks,TouchInterface,Hard,2634,None
0,/Engine/MobileResources/HUD/LeftVirtualJoystickOnly,TouchInterface,Hard,2057,None
0,/Engine/MobileResources/HUD/MobileHUDButton1_off,Texture2D,Hard,3157,None
0,/Engine/MobileResources/HUD/MobileHUDButton1_on,Texture2D,Hard,3155,None
0,/Engine/MobileResources/HUD/MobileHUDButton2_off,Texture2D,Hard,5205,None
0,/Engine/MobileResources/HUD/MobileHUDButton2_on,Texture2D,Hard,5203,None
0,/Engine/MobileResources/HUD/MobileHUDButton3,Texture2D,Hard,2125,None
0,/Engine/MobileResources/HUD/MobileHUDButtonFire,Texture2D,Hard,5203,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionPad,Texture2D,Hard,17495,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionPad2,Texture2D,Hard,33881,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionPad3,Texture2D,Hard,33881,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionStick,Texture2D,Hard,5211,None
0,/Engine/MobileResources/HUD/T_Castle_ThumbstickInner,Texture2D,Hard,17636,None
0,/Engine/MobileResources/HUD/T_Castle_ThumbstickOutter,Texture2D,Hard,66790,None
0,/Engine/MobileResources/HUD/VirtualJoystick_Background,Texture2D,Hard,263400,None
0,/Engine/MobileResources/HUD/VirtualJoystick_Thumb,Texture2D,Hard,17630,None
0,/Engine/MobileResources/T_MobileControls_texture,Texture2D,Hard,263413,None
0,/Engine/MobileResources/T_MobileMenu2,Texture2D,Hard,263235,None
0,/Engine/Tutorial/BlueprintTutorials/TutorialAssets/Blueprint_64x,Texture2D,Hard,17626,None
0,/Engine/Tutorial/ContentIntroCurve,CurveFloat,Hard,963,None
0,/Engine/VREditor/LaserPointer/VR_LaserPower_01,Texture2D,Hard,176077,None
0,/Engine/VREditor/TransformGizmo/BoundingBoxCorner,StaticMesh,Hard,15654,None
0,/Engine/VREditor/TransformGizmo/BoundingBoxEdge,StaticMesh,Hard,9354,None
0,/Engine/VREditor/TransformGizmo/Main,Material,Hard,5260,None
0,/Engine/VREditor/TransformGizmo/PlaneTranslationHandle,StaticMesh,Hard,14980,None
0,/Engine/VREditor/TransformGizmo/SM_Sequencer_Key,StaticMesh,Hard,52594,None
0,/Engine/VREditor/TransformGizmo/SM_Sequencer_Node,StaticMesh,Hard,11764,None
0,/Engine/VREditor/TransformGizmo/TransformGizmoMaterial,Material,Hard,4855,None
0,/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial,Material,Hard,5395,None
0,/Engine/VREditor/TransformGizmo/Xray,Material,Hard,9465,None
0,/Game/Blueprints/AnimNotifies/StealRagdoll_AN,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Blueprints/Cinematic_Characters/Cinematic_Character1->/Game/Characters/NPC2/Animation/NPC2_AnimBP->/Game/Blueprints/NPC/NPC2/NPC1_BP->/Game/Characters/NPC2/Animation/TwinSword_Attack_Ambushed_Montage->/Game/Blueprints/AnimNotifies/StealRagdoll_AN,2715,None
0,/Game/Blueprints/AnimNotifies/StealRagdoll_AN,BlueprintGeneratedClass,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Blueprints/Cinematic_Characters/Cinematic_Character1->/Game/Characters/NPC2/Animation/NPC2_AnimBP->/Game/Blueprints/NPC/NPC2/NPC1_BP->/Game/Characters/NPC2/Animation/TwinSword_Attack_Ambushed_Montage->/Game/Blueprints/AnimNotifies/StealRagdoll_AN,2715,None
0,/Game/Blueprints/Cinematic_Characters/Cinematic_Character1,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Blueprints/Cinematic_Characters/Cinematic_Character1,21894,None
0,/Game/Blueprints/Cinematic_Characters/Cinematic_Character1,BlueprintGeneratedClass,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Blueprints/Cinematic_Characters/Cinematic_Character1,21894,None
0,/Game/Blueprints/Cinematic_Widgets/Arresting_WB,WidgetBlueprint,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Levels/Cinematic_Level->/Game/Blueprints/Cinematic_Widgets/Arresting_WB,4884,None
0,/Game/Blueprints/Cinematic_Widgets/Arresting_WB,WidgetBlueprintGeneratedClass,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Levels/Cinematic_Level->/Game/Blueprints/Cinematic_Widgets/Arresting_WB,4884,None
0,/Game/Blueprints/Cinematic_Widgets/Arresting_WB1,WidgetBlueprint,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Levels/Cinematic_Level->/Game/Blueprints/Cinematic_Widgets/Arresting_WB1,4883,None
0,/Game/Blueprints/Cinematic_Widgets/Arresting_WB1,WidgetBlueprintGeneratedClass,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Levels/Cinematic_Level->/Game/Blueprints/Cinematic_Widgets/Arresting_WB1,4883,None
0,/Game/Blueprints/Cinematic_Widgets/Gallows_WB,WidgetBlueprint,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Levels/Cinematic_Level->/Game/Blueprints/Cinematic_Widgets/Gallows_WB,4816,None
0,/Game/Blueprints/Cinematic_Widgets/Gallows_WB,WidgetBlueprintGeneratedClass,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Levels/Cinematic_Level->/Game/Blueprints/Cinematic_Widgets/Gallows_WB,4816,None
0,/Game/Blueprints/Cinematic_Widgets/Gallows_WB1,WidgetBlueprint,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Levels/Cinematic_Level->/Game/Blueprints/Cinematic_Widgets/Gallows_WB1,4865,None
0,/Game/Blueprints/Cinematic_Widgets/Gallows_WB1,WidgetBlueprintGeneratedClass,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Levels/Cinematic_Level->/Game/Blueprints/Cinematic_Widgets/Gallows_WB1,4865,None
0,/Game/Blueprints/Cinematic_Widgets/Level1_Intro,WidgetBlueprint,Soft From Unassigned Package? Best Guess: /Game/Levels/Level_1->/Game/Blueprints/Cinematic_Widgets/Level1_Intro,4771,None
0,/Game/Blueprints/Cinematic_Widgets/Level1_Intro,WidgetBlueprintGeneratedClass,Soft From Unassigned Package? Best Guess: /Game/Levels/Level_1->/Game/Blueprints/Cinematic_Widgets/Level1_Intro,4771,None
0,/Game/Blueprints/GameMode/customgamemode,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Levels/Cinematic_Level->/Game/Blueprints/GameMode/customgamemode,2527,None
0,/Game/Blueprints/GameMode/customgamemode,BlueprintGeneratedClass,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Levels/Cinematic_Level->/Game/Blueprints/GameMode/customgamemode,2527,None
0,/Game/Blueprints/GameMode/GameModeScore,Blueprint,Soft From Unassigned Package? Best Guess: /Game/EquipWeapon2/Weapon2->/Game/Blueprints/PlayerCharacter/PlayerCharacter2Bare_BP->/Game/Characters/PlayerCharacter2/Animations/PlayerCharacter2_AnimBP->/Game/Characters/PlayerCharacter/Animations/PlayerCharacter_AnimBP->/Game/Blueprints/PlayerCharacter/PlayerCharacterBare_BP->/Game/Blueprints/GameMode/PlayerController_BP->/Game/Blueprints/GameMode/GameModeScore,7913,None
0,/Game/Blueprints/GameMode/GameModeScore,BlueprintGeneratedClass,Soft From Unassigned Package? Best Guess: /Game/EquipWeapon2/Weapon2->/Game/Blueprints/PlayerCharacter/PlayerCharacter2Bare_BP->/Game/Characters/PlayerCharacter2/Animations/PlayerCharacter2_AnimBP->/Game/Characters/PlayerCharacter/Animations/PlayerCharacter_AnimBP->/Game/Blueprints/PlayerCharacter/PlayerCharacterBare_BP->/Game/Blueprints/GameMode/PlayerController_BP->/Game/Blueprints/GameMode/GameModeScore,7913,None
0,/Game/Blueprints/GameMode/PlayerController_BP,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Blueprints/Cinematic_Characters/Cinematic_Character1->/Game/Characters/NPC2/Animation/NPC2_AnimBP->/Game/Characters/PlayerCharacter/Animations/PlayerCharacter_AnimBP->/Game/Blueprints/PlayerCharacter/PlayerCharacterBare_BP->/Game/Blueprints/GameMode/PlayerController_BP,5757,None
0,/Game/Blueprints/GameMode/PlayerController_BP,BlueprintGeneratedClass,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Blueprints/Cinematic_Characters/Cinematic_Character1->/Game/Characters/NPC2/Animation/NPC2_AnimBP->/Game/Characters/PlayerCharacter/Animations/PlayerCharacter_AnimBP->/Game/Blueprints/PlayerCharacter/PlayerCharacterBare_BP->/Game/Blueprints/GameMode/PlayerController_BP,5757,None
0,/Game/Blueprints/NPC/NPC1/AI/ChangeNPCSpeed,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Blueprints/Cinematic_Characters/Cinematic_Character1->/Game/Characters/NPC2/Animation/NPC2_AnimBP->/Game/Characters/PlayerCharacter/Animations/PlayerCharacter_AnimBP->/Game/Blueprints/PlayerCharacter/PlayerCharacterBare_BP->/Game/Blueprints/NPC/NPC1/NPC_BP->/Game/Blueprints/NPC/NPC1/AI/NPC_AI->/Game/Blueprints/NPC/NPC1/AI/NPC_BT->/Game/Blueprints/NPC/NPC1/AI/ChangeNPCSpeed,3806,None
0,/Game/Blueprints/NPC/NPC1/AI/ChangeNPCSpeed,BlueprintGeneratedClass,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Blueprints/Cinematic_Characters/Cinematic_Character1->/Game/Characters/NPC2/Animation/NPC2_AnimBP->/Game/Characters/PlayerCharacter/Animations/PlayerCharacter_AnimBP->/Game/Blueprints/PlayerCharacter/PlayerCharacterBare_BP->/Game/Blueprints/NPC/NPC1/NPC_BP->/Game/Blueprints/NPC/NPC1/AI/NPC_AI->/Game/Blueprints/NPC/NPC1/AI/NPC_BT->/Game/Blueprints/NPC/NPC1/AI/ChangeNPCSpeed,3806,None
0,/Game/Blueprints/NPC/NPC1/AI/ChangeStatus,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Cinematics/Intro_Cinematic/Master->/Game/Cinematics/Intro_Cinematic/Shot2->/Game/Blueprints/Cinematic_Characters/Cinematic_Character1->/Game/Characters/NPC2/Animation/NPC2_AnimBP->/Game/Characters/PlayerCharacter/Animations/PlayerCharacter_AnimBP->/Game/Blueprints/PlayerCharacter/PlayerCharacterBare_BP->/Game/Blueprints/NPC/NPC1/NPC_BP->/Game/Blueprints/NPC/NPC1/AI/NPC_AI->/Game/Blueprints/NPC/NPC1/AI/NPC_BT->/Game/Blueprints/NPC/NPC1/AI/ChangeStatus,3655,None
